1,2,3,4,5,6,7
140,16,28,1010,12.97,0,0
113,14,30,1010,16.1,0,0
122,12,32,1008,21.02,0,0
119,12,33,1008,26.83,0,0
124,12,33,1007,34.88,0,0
105,12,32,1006,40.69,0,0
106,14,31,1005,46.5,0,0
104,16,31,1006,52.31,0,0
112,16,29,1006,58.12,0,0
109,17,27,1007,59.91,0,0
110,17,27,1008,63.04,0,0
100,17,28,1009,66.17,0,0
100,18,27,1008,71.09,0,0
99,18,26,1008,74.22,0,0
101,18,24,1008,76.01,0,0
100,18,23,1008,79.14,0,0
99,18,22,1008,0.89,0,0
97,18,21,1008,1.79,0,0
100,18,21,1008,3.58,0,0
95,18,22,1009,5.37,0,0
90,18,22,1009,6.26,0,0
99,18,23,1009,9.39,0,0
105,17,24,1009,11.18,0,0
112,17,26,1009,1.79,0,0
109,18,26,1008,3.58,0,0
116,17,27,1008,1.79,0,0
118,18,27,1008,4.92,0,0
112,18,28,1007,8.05,0,0
104,18,27,1006,11.18,0,0
112,18,27,1006,0.89,0,0
117,18,28,1005,1.79,0,0
139,18,28,1006,1.79,0,0
146,18,26,1006,4.02,0,0
150,18,25,1006,4.91,0,0
114,16,26,1006,3.13,0,0
61,14,25,1006,6.26,0,0
92,15,23,1005,3.13,0,0
96,15,23,1005,1.79,0,0
107,15,23,1005,3.58,0,0
82,15,21,1005,6.71,0,0
71,15,21,1005,8.5,0,0
58,15,19,1004,1.79,0,0
55,15,19,1004,0.89,0,0
62,16,19,1004,4.02,0,0
56,16,22,1004,4.91,0,0
52,16,23,1004,8.04,0,0
99,15,26,1004,9.83,0,0
65,15,28,1004,1.79,0,0
72,14,29,1003,1.79,0,0
85,14,30,1002,1.79,0,0
85,14,33,1001,4.02,0,0
44,10,28,1000,7.15,0,0
67,4,32,1000,3.13,0,0
26,7,31,1000,4.92,0,0
26,8,29,999,8.94,0,0
28,9,27,999,12.96,0,0
39,11,26,1001,16.98,0,0
49,10,23,1002,1.79,0,0
15,11,20,1002,2.68,0,0
12,3,25,1003,4.02,0,0
18,3,21,1003,8.04,0,0
29,5,21,1002,0.89,0,0
13,4,22,1002,3.13,0,0
14,5,22,1002,7.15,0,0
15,6,22,1001,11.17,0,0
17,6,23,1001,19.22,0,0
10,7,22,1001,27.27,0,0
10,7,23,1002,35.32,0,0
9,7,23,1002,43.37,0,0
9,8,23,1002,52.31,0,0
9,9,26,1002,59.46,0,0
8,9,27,1002,66.61,0,0
8,9,27,1002,73.76,0,0
9,9,28,1001,79.57,0,0
11,9,28,1001,85.38,0,0
13,13,25,1001,94.32,0,0
14,12,25,1002,99.24,0,0
12,11,25,1002,110.42,0,1
16,11,24,1003,120.25,0,0
10,11,24,1003,129.19,0,0
24,9,24,1003,137.24,0,0
14,9,23,1004,147.08,0,0
20,8,22,1005,152,0,0
10,9,22,1005,156.92,0,0
12,9,21,1005,160.94,0,0
17,8,22,1006,165.86,0,0
12,8,22,1006,170.78,0,0
16,8,22,1006,175.7,0,0
8,8,22,1006,181.51,0,0
11,8,22,1006,185.53,0,0
17,10,21,1007,188.66,0,0
8,9,22,1007,192.68,0,0
16,9,25,1008,196.7,0,0
15,9,25,1008,200.72,0,0
15,8,28,1008,203.85,0,0
13,8,29,1008,206.98,0,0
20,7,31,1007,0.89,0,0
9,6,32,1006,1.79,0,0
10,3,33,1006,1.79,0,0
11,6,29,1006,5.81,0,0
17,5,31,1006,3.13,0,0
18,4,31,1006,7.15,0,0
28,6,30,1006,10.28,0,0
28,7,26,1007,16.09,0,0
29,7,24,1007,19.22,0,0
33,9,22,1007,21.01,0,0
29,9,22,1008,22.8,0,0
33,9,22,1008,25.93,0,0
33,11,20,1007,0.89,0,0
31,10,19,1007,1.79,0,0
36,13,20,1007,5.81,0,0
45,12,19,1007,9.83,0,0
48,12,18,1007,11.62,0,0
57,13,20,1007,0.89,0,0
81,13,21,1007,1.78,0,0
98,13,23,1007,1.79,0,0
99,12,26,1006,3.58,0,0
143,11,26,1006,1.79,0,0
105,12,30,1004,3.58,0,0
83,11,32,1004,1.79,0,0
81,10,35,1002,3.13,0,0
128,9,35,1002,5.81,0,0
127,8,36,1000,11.62,0,0
64,7,35,999,20.56,0,0
60,5,33,1000,27.71,0,0
100,8,33,999,32.63,0,0
92,8,32,1000,38.44,0,0
116,9,31,1000,44.25,0,0
74,10,31,1001,47.38,0,0
64,10,28,1001,4.02,0,0
73,10,24,1001,4.02,0,0
69,10,23,1001,8.94,0,0
68,11,24,1001,13.86,0,0
37,10,24,1002,4.02,0,0
37,10,24,1002,4.92,0,0
32,8,23,1003,5.81,0,0
23,6,23,1004,12.96,0,0
18,3,23,1005,21.01,0,0
25,3,24,1006,28.16,0,0
34,1,25,1006,8.94,0,0
9,2,24,1006,16.09,0,0
12,-1,28,1005,21.01,0,0
28,-1,27,1005,25.03,0,0
9,0,30,1005,29.95,0,0
9,0,31,1004,34.87,0,0
11,1,31,1004,39.79,0,0
11,4,30,1004,4.02,0,0
8,5,30,1003,7.15,0,0
56,6,30,1003,1.79,0,0
15,1,31,1003,4.92,0,0
15,3,30,1004,9.84,0,0
48,5,28,1004,3.13,0,0
56,5,26,1005,6.26,0,0
45,5,26,1006,9.39,0,0
48,9,21,1006,11.18,0,0
53,8,20,1006,0.89,0,0
53,9,19,1006,1.79,0,0
70,9,18,1006,2.68,0,0
48,10,19,1006,0.89,0,0
58,11,19,1006,0.45,0,0
68,10,19,1007,1.34,0,0
57,9,21,1007,1.79,0,0
44,9,22,1008,0.89,0,0
30,6,31,1006,7.59,0,0
44,8,32,1006,4.02,0,0
37,9,32,1005,8.94,0,0
40,6,32,1005,14.75,0,0
45,9,31,1004,20.56,0,0
21,5,30,1005,27.71,0,0
18,5,29,1005,31.73,0,0
25,6,27,1006,35.75,0,0
27,7,24,1007,38.88,0,0
24,8,22,1007,0.89,0,0
22,10,20,1007,1.79,0,0
28,10,20,1007,3.58,0,0
40,12,19,1007,0.89,0,0
63,11,18,1008,1.78,0,0
78,12,18,1008,2.67,0,0
100,12,18,1008,3.56,0,0
109,12,16,1009,4.45,0,0
124,12,19,1009,5.34,0,0
125,12,21,1009,1.79,0,0
133,13,24,1009,0.89,0,0
133,13,27,1009,1.78,0,0
126,12,28,1009,1.79,0,0
142,12,30,1008,4.92,0,0
109,10,31,1007,8.94,0,0
43,10,33,1006,14.75,0,0
57,10,33,1005,20.56,0,0
90,11,34,1004,26.37,0,0
83,11,33,1004,31.29,0,0
60,10,33,1003,38.44,0,0
67,10,31,1003,43.36,0,0
67,11,30,1004,49.17,0,0
59,12,30,1004,53.19,0,0
64,12,29,1004,54.98,0,0
69,14,26,1005,0.89,0,0
67,14,27,1004,1.79,0,0
75,14,25,1004,3.58,0,0
65,15,24,1003,5.37,0,0
50,15,23,1002,7.16,0,0
41,15,22,1002,1.79,0,0
44,15,22,1001,3.58,0,0
74,15,21,1001,1.79,0,0
92,16,21,1002,0.89,0,0
103,15,24,1002,1.78,0,0
87,15,28,1001,0.89,0,0
85,15,29,1000,1.78,0,0
100,13,29,1000,1.79,0,1
100,18,26,999,1.79,0,2
93,16,30,998,3.13,0,0
86,17,29,998,6.26,0,0
91,16,28,999,11.18,0,0
99,18,28,998,3.13,0,0
114,18,26,998,0.89,0,0
123,18,24,999,1.79,0,0
145,18,23,999,3.58,0,0
163,18,22,999,1.79,0,0
170,18,22,999,3.58,0,0
163,18,21,998,1.79,0,0
166,17,20,998,0.89,0,0
167,17,19,998,1.78,0,0
201,17,20,998,2.67,0,0
201,17,19,998,0.89,0,0
204,17,18,998,0.89,0,0
217,18,19,998,0.89,0,0
206,17,23,998,2.68,0,0
241,18,24,998,0.89,0,0
237,18,27,998,1.79,0,0
231,17,30,997,3.58,0,0
177,16,32,997,0.89,0,0
160,16,34,996,3.13,0,0
152,16,34,994,8.05,0,0
102,16,35,994,13.86,0,0
66,14,34,993,18.78,0,0
69,14,36,993,22.8,0,0
69,14,34,993,25.93,0,0
82,19,26,997,17.88,0,2
37,19,22,995,3.13,0,0
47,19,22,995,4.92,0,1
55,20,22,996,1.79,0,0
58,19,22,996,3.58,0,0
59,19,22,997,4.47,0,0
66,19,23,996,4.02,0,0
61,17,23,1000,11.18,0,2
35,17,19,998,20.12,0,3
9,16,19,995,31.3,0,4
7,16,19,996,37.11,0,5
6,16,19,997,41.13,0,6
7,17,19,998,0.89,0,0
7,17,19,998,1.78,0,0
20,18,23,999,3.13,0,0
13,16,26,999,6.26,0,0
27,15,28,999,10.28,0,0
24,14,30,999,13.41,0,0
14,13,31,999,16.54,0,0
22,14,33,999,1.79,0,0
33,15,32,999,4.02,0,0
49,14,33,998,7.15,0,0
26,15,33,998,10.28,0,0
22,15,31,998,14.3,0,0
27,16,30,998,17.43,0,0
28,17,29,999,20.56,0,0
40,18,27,1000,24.58,0,0
29,18,25,1001,28.6,0,0
33,19,24,1001,31.73,0,0
47,19,24,1002,34.86,0,0
53,19,23,1002,36.65,0,0
86,19,21,1003,38.44,0,0
151,19,20,1003,0.89,0,0
210,18,20,1004,1.79,0,0
188,18,19,1004,0.89,0,0
176,18,19,1004,2.68,0,0
184,19,21,1005,0.89,0,0
190,19,23,1005,0.89,0,0
196,19,24,1005,1.78,0,0
189,19,25,1005,3.57,0,0
165,19,27,1005,4.46,0,0
152,18,30,1004,1.79,0,0
126,17,30,1003,0.89,0,0
111,17,32,1002,3.13,0,0
112,16,32,1002,6.26,0,0
106,13,33,1001,12.07,0,0
76,15,32,1001,16.09,0,0
67,16,32,1000,19.22,0,0
92,13,31,1000,24.14,0,0
62,15,29,1000,28.16,0,0
75,15,29,1000,31.29,0,0
96,17,27,1000,33.08,0,0
123,18,25,1001,34.87,0,0
119,18,26,1001,36.66,0,0
121,18,25,1000,38.45,0,0
121,19,24,1000,41.58,0,0
121,19,23,1000,45.6,0,0
108,18,22,1000,0.89,0,0
117,19,22,1000,1.79,0,0
176,18,22,1000,3.58,0,0
199,18,23,1000,7.6,0,0
185,17,24,1001,1.79,0,0
173,17,25,1001,2.68,0,0
172,18,26,1000,3.57,0,0
141,18,28,1000,1.79,0,0
130,18,30,1000,3.58,0,0
132,16,32,999,1.79,0,0
117,14,34,998,5.81,0,0
91,13,35,997,12.96,0,0
83,12,35,997,20.11,0,0
71,13,35,996,25.92,0,0
80,12,33,997,31.73,0,0
92,13,33,997,36.65,0,0
80,15,25,1001,7.15,0,0
48,16,23,1002,12.96,0,1
64,17,23,1003,14.75,0,2
74,18,22,1003,17.88,0,0
84,18,21,1003,4.02,0,0
96,18,21,1004,7.15,0,0
122,18,20,1004,10.28,0,0
53,18,20,1003,12.07,0,0
52,18,19,1003,13.86,0,0
57,17,20,1003,0.89,0,0
87,18,19,1003,1.78,0,0
95,18,20,1004,1.79,0,0
109,17,21,1004,0.89,0,0
96,18,22,1004,1.78,0,0
91,18,24,1005,3.57,0,0
82,18,26,1004,5.36,0,0
73,18,27,1004,6.25,0,0
81,18,27,1003,3.13,0,0
67,17,28,1002,4.92,0,0
74,16,29,1001,3.13,0,0
85,17,29,1000,5.81,0,0
29,15,22,1002,12.96,0,0
25,14,22,1002,16.09,0,0
39,15,22,1003,0.89,0,0
27,15,22,1004,1.79,0,0
33,16,21,1005,0.89,0,0
43,16,21,1005,1.78,0,0
55,16,21,1006,1.79,0,0
48,14,22,1007,4.02,0,1
20,13,21,1007,8.04,0,0
16,13,20,1007,9.83,0,0
18,14,18,1006,0.89,0,0
14,14,18,1006,1.79,0,0
12,13,19,1006,2.68,0,0
18,15,17,1007,0.89,0,0
10,15,19,1007,0.89,0,0
19,13,23,1008,1.79,0,0
15,13,24,1008,4.92,0,0
12,13,26,1008,8.05,0,0
11,10,29,1007,12.07,0,0
10,10,30,1007,15.2,0,0
11,9,32,1007,18.33,0,0
13,9,32,1006,22.35,0,0
22,9,33,1005,3.13,0,0
15,9,35,1004,4.92,0,0
14,8,34,1004,5.81,0,0
17,10,33,1003,3.13,0,0
46,12,31,1004,6.26,0,0
48,12,30,1004,11.18,0,0
49,12,29,1005,14.31,0,0
39,13,27,1006,17.44,0,0
34,16,25,1006,20.57,0,0
45,16,23,1006,3.13,0,0
52,16,23,1006,3.13,0,0
63,16,23,1006,4.92,0,0
79,17,21,1007,0.89,0,0
85,17,20,1007,1.78,0,0
95,17,19,1007,1.79,0,0
96,17,19,1007,0.89,0,0
98,17,20,1008,1.78,0,0
117,17,23,1008,1.79,0,0
119,17,23,1008,3.58,0,0
103,17,26,1008,5.37,0,0
98,18,27,1007,1.79,0,0
96,17,29,1007,3.13,0,0
98,17,29,1007,6.26,0,0
95,16,31,1006,9.39,0,0
88,15,32,1005,1.79,0,0
83,14,34,1004,3.13,0,0
69,14,34,1004,6.26,0,0
65,13,34,1003,9.39,0,0
63,15,32,1002,13.41,0,0
45,16,31,1003,16.54,0,0
70,17,28,1003,18.33,0,0
63,19,28,1004,22.35,0,0
116,19,26,1005,24.14,0,0
127,19,25,1004,27.27,0,0
132,18,25,1004,31.29,0,0
147,17,23,1004,34.42,0,0
156,17,23,1004,37.55,0,0
125,16,22,1004,0.89,0,0
100,16,22,1004,1.78,0,0
93,16,21,1004,1.79,0,0
94,16,22,1004,3.58,0,0
94,16,24,1004,5.37,0,0
133,16,26,1004,7.16,0,0
153,16,28,1004,8.95,0,0
187,16,30,1004,1.79,0,0
195,16,31,1003,3.13,0,0
205,17,31,1003,7.15,0,0
234,17,33,1002,11.17,0,0
236,17,34,1001,18.32,0,0
231,17,34,1000,24.13,0,0
220,19,34,1000,29.94,0,0
175,15,33,1000,35.75,0,0
146,14,32,1000,38.88,0,1
151,17,31,1001,0.89,0,2
141,16,27,1002,4.02,0,3
142,20,23,1003,4.92,0,5
123,19,23,1003,8.05,0,0
78,19,23,1003,12.07,0,0
54,20,22,1002,1.79,0,0
71,20,22,1002,1.79,0,0
106,19,21,1002,0.89,0,0
128,19,21,1001,1.78,0,0
124,19,21,1002,0.89,0,0
135,19,21,1002,0.89,0,0
167,20,21,1003,1.78,0,0
165,19,23,1003,2.67,0,0
171,19,24,1003,1.79,0,0
170,20,25,1003,4.92,0,0
156,20,27,1003,8.05,0,0
167,20,29,1003,11.18,0,0
175,21,30,1003,14.31,0,0
164,20,31,1002,20.12,0,0
153,20,30,1001,25.93,0,0
152,20,29,1001,31.74,0,0
158,20,29,1001,35.76,0,1
144,18,29,1001,39.78,0,0
142,15,28,1001,42.91,0,1
135,19,21,1004,5.81,0,2
165,18,21,1003,4.02,0,0
198,17,22,1004,0.89,0,0
195,17,22,1005,1.78,0,0
138,18,21,1005,2.67,0,1
154,18,21,1004,1.79,0,2
192,19,21,1005,4.92,0,3
177,16,21,1005,10.73,0,0
120,16,21,1005,14.75,0,0
96,17,20,1006,0.89,0,0
80,17,18,1006,1.78,0,0
91,17,18,1006,1.79,0,0
76,17,19,1006,0.89,0,0
69,17,20,1007,1.78,0,0
69,17,20,1007,2.67,0,0
80,16,21,1007,1.79,0,0
95,17,22,1007,3.13,0,0
95,17,22,1006,3.13,0,0
97,17,23,1006,6.26,0,0
124,18,23,1005,8.05,0,0
140,18,24,1005,11.18,0,0
123,18,23,1005,14.31,0,0
139,18,23,1005,16.1,0,0
144,17,23,1006,16.99,0,0
135,18,22,1006,0.89,0,0
137,18,23,1007,1.79,0,0
113,17,22,1007,4.92,0,0
117,17,22,1008,0.89,0,0
114,17,21,1008,3.13,0,0
115,17,21,1008,6.26,0,0
134,17,21,1008,9.39,0,0
134,17,21,1008,11.18,0,0
125,17,21,1008,0.89,0,0
106,17,21,1008,1.78,0,0
121,18,20,1009,2.23,0,0
110,18,21,1009,3.13,0,0
115,18,22,1009,4.92,0,0
102,17,24,1009,0.89,0,0
88,17,24,1009,1.78,0,0
87,18,25,1009,2.67,0,0
85,18,26,1009,4.46,0,0
88,18,28,1008,6.25,0,0
85,19,29,1008,1.79,0,0
80,18,29,1007,3.13,0,0
67,18,30,1007,3.13,0,0
66,16,30,1006,1.79,0,0
69,18,30,1006,4.02,0,0
79,19,29,1006,8.04,0,0
89,19,27,1006,11.17,0,0
87,19,25,1007,12.96,0,0
104,19,24,1007,14.75,0,0
135,19,24,1008,15.64,0,0
142,19,23,1008,17.43,0,0
151,19,22,1008,18.32,0,0
179,19,21,1008,0.89,0,0
190,19,21,1008,1.79,0,0
194,19,21,1007,0.89,0,0
212,19,20,1008,1.78,0,0
257,19,20,1008,0.89,0,0
244,19,20,1008,1.78,0,0
257,20,23,1008,0.45,0,0
227,21,24,1007,1.34,0,0
198,20,26,1007,2.23,0,0
180,20,28,1007,3.12,0,0
154,19,30,1007,4.01,0,0
132,20,31,1007,1.79,0,0
106,19,32,1006,3.13,0,0
95,19,33,1005,1.79,0,0
101,15,33,1005,4.02,0,0
110,15,33,1005,8.04,0,0
99,18,33,1004,12.06,0,0
113,20,31,1004,16.98,0,0
147,19,30,1005,20.11,0,0
269,20,27,1006,25.03,0,0
285,20,26,1006,29.95,0,0
245,21,25,1007,33.97,0,0
237,20,23,1008,35.76,0,0
221,20,22,1008,37.55,0,0
221,20,22,1008,39.34,0,0
201,19,21,1008,42.47,0,0
195,19,21,1008,44.26,0,0
205,19,20,1008,0.89,0,0
242,19,20,1008,1.78,0,0
235,20,21,1008,0.89,0,0
209,20,21,1009,0.89,0,0
199,20,23,1009,1.78,0,0
198,21,25,1008,2.67,0,0
205,20,26,1008,3.56,0,0
207,21,27,1007,1.79,0,0
201,20,29,1007,1.79,0,0
182,21,30,1006,3.58,0,0
167,20,31,1005,1.79,0,0
161,20,31,1005,4.92,0,0
167,20,31,1005,8.94,0,0
155,20,32,1004,12.07,0,0
149,19,31,1004,16.09,0,0
158,19,29,1005,20.11,0,0
203,19,28,1005,24.13,0,0
209,18,26,1006,28.15,0,0
206,18,25,1006,32.17,0,0
217,17,24,1006,33.96,0,0
222,18,23,1006,34.85,0,0
236,17,23,1006,36.64,0,0
207,18,23,1006,38.43,0,0
254,18,22,1006,0.89,0,0
205,18,22,1006,1.78,0,0
230,18,20,1006,0.89,0,0
214,19,21,1006,0.89,0,0
187,19,23,1006,1.78,0,0
192,20,24,1006,2.67,0,0
184,20,25,1006,3.56,0,0
174,20,26,1006,1.79,0,0
185,20,29,1005,0.89,0,0
173,19,30,1004,2.68,0,0
158,20,31,1003,1.79,0,0
165,21,32,1003,4.92,0,0
134,20,34,1002,8.05,0,0
104,15,35,1002,13.86,0,0
120,15,34,1001,18.78,0,0
111,14,33,1001,22.8,0,0
139,14,32,1002,25.93,0,0
173,16,30,1002,27.72,0,0
192,18,28,1003,29.51,0,0
181,18,27,1003,30.4,0,0
183,18,26,1003,32.19,0,0
199,17,27,1003,33.98,0,0
183,17,27,1003,37.11,0,0
158,18,26,1003,40.24,0,0
160,18,26,1003,43.37,0,0
161,18,25,1003,44.26,0,0
171,19,24,1004,46.05,0,0
176,19,24,1004,47.84,0,0
176,20,26,1004,49.63,0,0
172,20,27,1004,51.42,0,0
169,19,29,1004,54.55,0,0
178,19,32,1004,58.57,0,0
149,19,33,1003,4.02,0,0
164,15,34,1003,7.15,0,0
117,15,34,1002,12.96,0,0
120,15,35,1001,18.77,0,0
109,15,35,1001,23.69,0,0
106,16,35,1000,29.5,0,0
137,15,34,1000,33.52,0,0
91,15,33,1000,37.54,0,0
91,15,32,1000,41.56,0,0
101,15,31,1000,43.35,0,0
116,16,30,1000,46.48,0,0
145,16,29,1000,49.61,0,0
164,17,28,1000,52.74,0,0
166,18,27,1000,55.87,0,0
156,18,27,1000,59,0,0
146,19,27,1000,62.13,0,0
137,19,26,999,65.26,0,0
145,19,26,999,68.39,0,0
146,19,25,999,70.18,0,0
204,19,25,999,0.89,0,0
231,20,26,999,1.78,0,0
217,20,26,999,1.79,0,0
187,20,26,999,4.92,0,0
194,20,26,999,8.05,0,0
204,20,26,999,11.18,0,0
251,21,27,999,0.89,0,0
337,21,27,998,1.79,0,0
402,21,27,998,3.58,0,0
432,21,27,998,5.37,0,0
442,21,27,998,7.16,0,0
459,21,27,997,8.95,0,0
445,22,27,997,10.74,0,0
352,22,27,997,12.53,0,0
399,22,27,997,15.66,0,0
132,22,26,998,18.79,0,0
99,22,26,998,21.92,0,0
136,22,24,998,0.89,0,1
139,22,24,998,1.79,0,2
145,22,24,998,3.58,0,0
152,23,23,997,5.37,0,1
150,23,23,997,0.89,0,0
152,22,23,997,1.79,0,0
185,22,23,997,3.58,0,0
166,22,23,998,6.71,0,0
169,22,23,998,9.84,0,0
182,22,23,998,12.97,0,0
166,22,24,998,16.99,0,0
160,22,24,998,21.01,0,0
169,22,25,998,24.14,0,0
185,22,25,998,28.16,0,0
184,22,25,998,32.18,0,1
182,22,25,997,36.2,0,0
163,22,25,997,40.22,0,0
179,21,25,998,45.14,0,1
194,19,20,999,3.13,0,2
133,19,20,999,4.92,0,3
51,19,20,999,3.13,0,4
44,19,20,1002,3.13,0,5
34,19,20,1003,6.26,0,6
36,19,20,1004,10.28,0,7
29,18,19,1004,3.13,0,0
49,19,20,1005,6.26,0,0
54,17,18,1005,9.39,0,1
22,17,18,1005,13.41,0,2
25,16,18,1006,5.81,0,3
11,16,17,1006,10.73,0,4
25,16,17,1007,14.75,0,5
18,16,17,1007,17.88,0,6
9,17,18,1008,21.9,0,7
8,17,19,1009,26.82,0,0
11,18,21,1009,30.84,0,0
16,16,23,1009,34.86,0,0
22,17,25,1009,3.13,0,0
18,15,26,1009,1.79,0,0
25,16,26,1009,4.92,0,0
20,14,28,1009,6.71,0,0
23,15,27,1009,3.13,0,0
25,15,28,1008,4.02,0,0
27,14,27,1009,1.79,0,0
34,15,27,1009,4.92,0,0
36,15,26,1009,4.02,0,0
35,15,26,1010,8.04,0,0
45,15,25,1011,11.17,0,0
48,15,24,1011,1.79,0,0
41,15,25,1011,3.13,0,0
51,17,21,1012,4.92,0,0
43,17,21,1012,8.05,0,0
50,17,19,1012,9.84,0,0
31,17,19,1012,11.63,0,0
34,17,19,1012,0.89,0,0
31,16,19,1012,1.79,0,0
22,17,20,1012,3.58,0,0
20,16,23,1013,5.37,0,0
22,16,24,1013,3.13,0,0
29,16,26,1013,4.92,0,0
23,15,27,1013,1.79,0,0
29,15,29,1012,1.79,0,0
30,13,29,1012,3.13,0,0
27,12,30,1011,0.89,0,0
18,13,30,1011,2.68,0,0
19,12,30,1010,1.79,0,0
22,12,31,1010,3.58,0,0
25,12,30,1009,5.37,0,0
25,14,29,1009,0.89,0,0
26,14,28,1009,1.79,0,0
40,15,26,1009,0.89,0,0
43,13,24,1009,1.78,0,0
62,16,23,1010,3.13,0,0
77,16,23,1010,6.26,0,0
102,17,22,1009,8.05,0,0
87,17,20,1009,0.89,0,0
91,17,20,1009,1.79,0,0
109,17,19,1008,1.79,0,0
134,15,19,1007,5.81,0,0
87,15,19,1007,9.83,0,0
56,15,20,1007,13.85,0,0
52,15,22,1007,17.87,0,0
52,15,24,1007,21,0,0
41,15,27,1006,25.92,0,0
29,13,27,1006,31.73,0,0
24,13,27,1005,4.92,0,0
16,14,30,1004,8.05,0,0
19,14,30,1003,12.07,0,0
16,15,30,1001,13.86,0,0
21,13,31,1001,0.89,0,0
20,15,31,1000,1.79,0,0
21,14,31,999,4.92,0,0
24,14,31,999,8.05,0,0
23,14,30,999,11.18,0,0
27,14,28,999,12.07,0,0
75,17,26,999,0.89,0,0
64,15,25,999,1.79,0,0
62,16,24,999,4.92,0,0
72,16,23,999,8.05,0,0
74,14,25,998,12.07,0,0
49,15,21,998,15.2,0,0
47,16,21,998,1.79,0,0
57,18,20,998,0.89,0,0
49,18,20,999,0.89,0,0
81,19,20,999,1.78,0,0
125,19,22,999,0.89,0,0
127,19,25,999,1.78,0,0
79,18,27,1000,2.67,0,0
59,14,29,999,4.46,0,0
36,12,30,999,4.02,0,0
26,12,31,998,1.79,0,0
30,13,31,998,3.58,0,0
16,14,31,998,3.13,0,0
31,12,30,998,6.26,0,0
39,15,30,998,11.18,0,0
40,15,30,998,15.2,0,0
51,14,30,999,19.22,0,0
53,15,28,999,22.35,0,0
58,15,28,1000,24.14,0,0
55,16,26,1000,25.93,0,0
56,17,26,1001,29.06,0,0
93,18,24,1001,32.19,0,0
108,18,24,1001,33.08,0,0
94,18,23,1001,33.97,0,0
112,18,22,1002,35.76,0,0
118,18,22,1001,37.55,0,0
121,18,21,1002,1.79,0,0
119,18,22,1002,0.45,0,0
127,18,22,1002,0.89,0,0
123,18,23,1003,1.79,0,0
125,18,24,1003,0.89,0,0
127,19,25,1003,1.79,0,0
205,19,27,1003,1.79,0,0
149,20,28,1003,1.79,0,0
162,20,29,1003,1.79,0,0
173,20,30,1002,3.13,0,0
202,20,32,1001,3.13,0,0
185,20,32,1001,7.15,0,0
166,19,33,1001,11.17,0,0
152,18,32,1001,12.96,0,0
137,18,31,1001,16.09,0,0
156,18,30,1001,19.22,0,0
132,19,30,1002,22.35,0,0
116,19,27,1003,25.48,0,0
113,19,27,1004,28.61,0,0
141,20,26,1004,30.4,0,0
177,19,24,1004,0.89,0,0
199,19,24,1004,1.79,0,0
226,19,23,1004,0.89,0,0
229,19,23,1003,1.78,0,0
242,20,22,1003,2.23,0,0
244,20,22,1004,3.12,0,0
265,20,23,1004,0.89,0,0
266,21,24,1005,0.89,0,0
259,21,24,1005,1.79,0,0
274,22,25,1005,4.92,0,0
275,22,26,1005,6.71,0,0
242,23,27,1005,8.5,0,0
232,22,28,1005,10.29,0,0
208,22,29,1004,14.31,0,0
204,22,30,1003,18.33,0,0
190,22,30,1003,22.35,0,0
223,22,30,1002,27.27,0,0
228,23,30,1002,32.19,0,0
243,22,28,1002,37.11,0,0
229,22,27,1002,42.03,0,0
224,22,27,1003,46.95,0,0
206,22,26,1003,50.97,0,0
226,22,25,1004,0.89,0,0
256,22,25,1004,3.13,0,0
266,22,24,1003,6.26,0,0
242,21,24,1003,9.39,0,0
255,22,23,1003,11.18,0,1
238,22,23,1002,1.79,0,0
229,22,23,1002,0.89,0,0
231,22,23,1002,1.79,0,0
219,22,23,1003,4.92,0,0
145,20,21,1003,6.71,0,1
35,21,22,1003,0.89,0,2
38,21,23,1003,1.78,0,0
37,21,23,1003,1.79,0,0
33,22,24,1003,0.89,0,0
48,21,25,1003,1.78,0,0
48,22,27,1002,2.67,0,0
47,21,28,1002,1.79,0,0
52,23,29,1002,1.79,0,0
58,23,29,1002,1.79,0,0
75,23,29,1001,1.79,0,0
113,23,28,1002,3.13,0,0
150,23,28,1002,1.79,0,0
213,23,27,1003,3.58,0,0
213,23,27,1003,4.47,0,0
218,23,27,1004,6.26,0,0
233,23,26,1004,9.39,0,0
245,23,26,1003,11.18,0,0
254,23,25,1003,12.97,0,0
232,23,25,1003,0.89,0,0
220,23,24,1002,1.78,0,0
222,22,24,1003,1.79,0,0
230,22,24,1003,0.89,0,0
226,23,24,1003,0.89,0,0
221,23,25,1003,0.89,0,0
206,23,25,1004,4.92,0,1
82,23,24,1004,8.05,0,2
29,23,24,1003,0.89,0,3
39,23,24,1003,1.79,0,4
61,24,25,1003,4.92,0,0
77,24,25,1003,6.71,0,0
93,23,26,1002,3.13,0,1
109,23,26,1001,1.79,0,0
94,23,26,1001,0.89,0,0
81,23,26,1001,1.79,0,0
91,23,26,1001,0.89,0,0
117,23,26,1001,1.79,0,0
121,23,25,1002,3.58,0,0
112,23,25,1002,5.37,0,0
108,24,25,1002,0.89,0,0
118,23,25,1002,1.79,0,0
133,23,24,1001,0.89,0,0
141,23,24,1001,0.89,0,1
150,23,24,1001,0.89,0,0
170,23,24,1001,1.78,0,0
165,23,24,1000,1.79,0,1
179,23,24,1000,2.68,0,2
153,23,24,1000,0.89,0,3
166,23,24,1001,1.79,0,4
165,24,25,1001,0.89,0,5
160,24,25,1001,1.78,0,0
176,24,26,1001,4.02,0,0
